timestamp,market_id,action,price,notional,fee,slippage,pnl,net_edge,reason
1779251105,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,0.01142555555555562,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779251404,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,0.008130416666666626,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779251704,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,0.004835277777777744,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779252004,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,0.0015401388888889728,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779252307,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,-0.0017550000000000204,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779252605,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,-0.005050138888888903,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779252907,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,-0.008345277777777785,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779253206,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,-0.011640416666666667,range-like 市场缺少 BTC 现货确认，暂停 AVOID
1779253520,2303412,REJECTED,0.9785,0.0,0.0,0.0,0.0,-0.011584861111111192,range-like 市场缺少 BTC 现货确认，暂停 AVOID
1779253805,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.01130222222222221,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779254107,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.011194583333333338,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779254404,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.011086944444444465,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779254715,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.010979305555555482,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779255004,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.01087513888888891,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779255306,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.010770972222222227,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779255604,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.010663333333333355,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779255903,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.010555694444444482,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779256204,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.0104515277777778,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779256503,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.010347361111111116,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779256805,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.010243194444444433,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779257104,2303412,REJECTED,0.981,0.0,0.0,0.0,0.0,-0.01013902777777775,range-like 市场缺少 BTC 现货确认，暂停 HOLD
