timestamp,order_id,market_id,side,status,price,notional,reason
1779363003,2285045-1779363003-1,2285045,buy_no,created,0.631575,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779363003,2285045-1779363003-1,2285045,buy_no,submitted,0.631575,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779363003,2285045-1779363003-1,2285045,buy_no,accepted,0.631575,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779363003,2285045-1779363003-1,2285045,buy_no,matched,0.631575,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779363003,2285045-1779363003-1,2285045,buy_no,settled,0.631575,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779384608,2285045-1779384608-2,2285045,sell_no,created,0.495,18.90122907018169,触发止损
1779384608,2285045-1779384608-2,2285045,sell_no,submitted,0.495,18.90122907018169,触发止损
1779384608,2285045-1779384608-2,2285045,sell_no,accepted,0.495,18.90122907018169,触发止损
1779384608,2285045-1779384608-2,2285045,sell_no,matched,0.495,18.90122907018169,触发止损
1779384608,2285045-1779384608-2,2285045,sell_no,settled,0.495,18.90122907018169,触发止损
1779436205,2285045-1779436205-3,2285045,buy_no,created,0.651625,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779436205,2285045-1779436205-3,2285045,buy_no,submitted,0.651625,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779436205,2285045-1779436205-3,2285045,buy_no,accepted,0.651625,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779436205,2285045-1779436205-3,2285045,buy_no,matched,0.651625,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779436205,2285045-1779436205-3,2285045,buy_no,settled,0.651625,25.0,Taker 成本后仍满足最小净优势，允许模拟直接吃单
1779473104,2285045-1779473104-4,2285045,sell_no,created,0.895,34.084855169767884,触发止盈
1779473104,2285045-1779473104-4,2285045,sell_no,submitted,0.895,34.084855169767884,触发止盈
1779473104,2285045-1779473104-4,2285045,sell_no,accepted,0.895,34.084855169767884,触发止盈
1779473104,2285045-1779473104-4,2285045,sell_no,matched,0.895,34.084855169767884,触发止盈
1779473104,2285045-1779473104-4,2285045,sell_no,settled,0.895,34.084855169767884,触发止盈
