timestamp,market_id,action,price,notional,fee,slippage,pnl,net_edge,reason
1778818807,2261224,REJECTED,0.9865,0.0,0.0,0.0,0.0,-0.005222777777777649,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778819106,2261224,REJECTED,0.9865,0.0,0.0,0.0,0.0,-0.005177638888888853,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778819407,2261224,REJECTED,0.9865,0.0,0.0,0.0,0.0,-0.005132499999999946,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778819719,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.005331249999999954,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778820021,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.005563888888888868,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778820308,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.0056402777777778135,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778820609,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.005762083333333211,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778820906,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.005803472222222161,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778821211,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.005925277777777781,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778821505,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.00596666666666662,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778821807,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.00608847222222224,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778822107,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006129861111111079,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778822404,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.006251666666666588,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778822707,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006293055555555538,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778823005,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.006414861111111158,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778823304,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006456249999999997,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778823610,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.006578055555555505,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778823904,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.0066194444444443445,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778824206,2261224,REJECTED,0.9845,0.0,0.0,0.0,0.0,-0.006741249999999964,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778824508,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006782638888888914,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778824806,2261224,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006859027777777749,range-like 市场缺少 BTC 现货确认，暂停 HOLD
