timestamp,market_id,action,price,notional,fee,slippage,pnl,net_edge,reason
1779082806,2285048,REJECTED,0.225,0.0,0.0,0.0,0.0,0.05477083333333332,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779083105,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.053630555555555556,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779083404,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.05133611111111108,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779083707,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.049252777777777784,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779084012,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.04730833333333331,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779084306,2285048,REJECTED,0.205,0.0,0.0,0.0,0.0,0.04658750000000002,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779084604,2285048,REJECTED,0.195,0.0,0.0,0.0,0.0,0.045725000000000016,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779084904,2285048,REJECTED,0.21,0.0,0.0,0.0,0.0,0.042938888888888915,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779085205,2285048,REJECTED,0.21,0.0,0.0,0.0,0.0,0.041202777777777755,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779085505,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.03841944444444445,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779085805,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.0363361111111111,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779086125,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.0342527777777778,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779086405,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.032169444444444445,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779086704,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.030225000000000033,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779087015,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.028280555555555562,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779087305,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.026197222222222236,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779087609,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.024568055555555537,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779087905,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.022727777777777805,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779088206,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.02088749999999999,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779088504,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.01904722222222223,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779088805,2285048,REJECTED,0.205,0.0,0.0,0.0,0.0,0.018254166666666693,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779089104,2285048,REJECTED,0.205,0.0,0.0,0.0,0.0,0.016483333333333305,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779089407,2285048,REJECTED,0.225,0.0,0.0,0.0,0.0,0.01289583333333335,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779089704,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.011162499999999995,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779090007,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.009672222222222235,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779090304,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.00797083333333333,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779090606,2285048,REJECTED,0.225,0.0,0.0,0.0,0.0,0.0052222222222222045,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779090910,2285048,REJECTED,0.225,0.0,0.0,0.0,0.0,0.004701388888888873,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779091207,2285048,REJECTED,0.225,0.0,0.0,0.0,0.0,0.0041805555555555415,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779091505,2285048,REJECTED,0.225,0.0,0.0,0.0,0.0,0.00365972222222221,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779091817,2285048,REJECTED,0.235,0.0,0.0,0.0,0.0,0.002230555555555569,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779092104,2285048,REJECTED,0.185,0.0,0.0,0.0,0.0,0.006043055555555527,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779092404,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.0034916666666666846,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779092705,2285048,REJECTED,0.215,0.0,0.0,0.0,0.0,0.0031791666666666635,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
1779093005,2285048,REJECTED,0.22,0.0,0.0,0.0,0.0,0.0024124999999999876,range-like 市场缺少 BTC 现货确认，暂停 BUY_NO
