timestamp,market_id,action,price,notional,fee,slippage,pnl,net_edge,reason
1778996708,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.04562361111111107,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778997006,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.04402638888888882,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778997304,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.04235972222222223,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778997613,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.040693055555555524,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778997905,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.03902638888888882,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778998208,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.03565833333333329,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778998505,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.032290277777777765,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778998805,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.028922222222222238,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778999105,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.0255541666666666,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778999406,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.022186111111111073,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1778999705,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.02051944444444448,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779000004,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.018852777777777774,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779000319,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.015484722222222247,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779000607,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.012116666666666609,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779000905,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.008748611111111082,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779001224,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.007081944444444377,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779001508,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.005415277777777783,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779001807,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.002047222222222256,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779002106,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,0.00038055555555555065,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779002404,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.0029874999999999763,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779002708,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006355555555555614,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779003008,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006390277777777842,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779003305,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.0064250000000000695,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779003608,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006459722222222186,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779003907,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006494444444444414,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779004206,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006438333333333393,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779004504,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006543055555555621,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779004807,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006577777777777849,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779005107,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006612500000000077,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779005406,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006647222222222304,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779005705,2277971,REJECTED,0.985,0.0,0.0,0.0,0.0,-0.006681944444444532,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779006007,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006625833333333289,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779006304,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006639722222222269,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779006618,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006653611111111138,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779006908,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006667500000000007,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779007207,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006681388888888876,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779007507,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.0066952777777777445,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779007805,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006709166666666724,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779008107,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006723055555555593,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779008407,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006736944444444462,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779008708,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006750833333333331,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779009010,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006764722222222311,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779009305,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006778611111111069,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779009604,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.0067925000000000485,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779009906,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006806388888888917,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779010207,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006820277777777786,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779010506,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006834166666666655,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779010808,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006848055555555524,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779011108,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006861944444444393,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779011406,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006875833333333373,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779011704,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.0068897222222222415,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779012007,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.00690361111111111,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779012306,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.00691750000000009,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779012606,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006931388888888848,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779012908,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006945277777777828,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779013205,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006959166666666697,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779013523,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006973055555555566,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779013809,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.0069869444444444345,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779014105,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.006990416666666735,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779014405,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.0069938888888889245,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779014713,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.007004305555555604,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779015009,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.007042500000000021,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779015317,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.007052916666666589,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779015612,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.00706333333333338,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779015907,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.007073750000000059,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779016208,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.0070841666666666275,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779016508,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.007094583333333307,range-like 市场缺少 BTC 现货确认，暂停 HOLD
1779016805,2277971,REJECTED,0.986,0.0,0.0,0.0,0.0,-0.007132777777777835,range-like 市场缺少 BTC 现货确认，暂停 HOLD
