timestamp,low,high,open,close
1777356000,76579.16,77029.4,76884.2,76702.99
1777359600,76425.0,76916.88,76702.99,76872.94
1777363200,76737.03,77003.39,76872.94,76856.0
1777366800,76477.08,76867.44,76855.99,76587.24
1777370400,76476.35,76686.47,76587.24,76604.91
1777374000,76106.88,76636.56,76604.01,76224.71
1777377600,76154.12,76423.44,76224.72,76383.49
1777381200,75900.0,76418.16,76383.49,76183.67
1777384800,75646.84,76198.05,76183.66,75940.0
1777388400,75822.24,76071.83,75940.01,76052.69
1777392000,75861.97,76202.88,76052.69,76109.27
1777395600,75927.75,76250.0,76109.27,76166.79
1777399200,76111.0,76268.39,76166.79,76220.66
1777402800,76042.42,76379.97,76220.66,76308.13
1777406400,76308.01,76478.33,76308.97,76461.99
1777410000,76250.0,76483.8,76461.99,76349.51
1777413600,76206.01,76445.0,76349.52,76229.8
1777417200,76174.8,76366.67,76229.8,76317.99
1777420800,76251.1,76549.19,76317.99,76502.35
1777424400,76163.99,76655.28,76502.36,76552.31
1777428000,76380.73,76644.36,76552.31,76509.27
1777431600,76496.18,77117.03,76509.27,76987.27
1777435200,76866.67,77447.18,76987.27,77260.57
1777438800,77177.77,77321.98,77260.56,77280.36
1777442400,76912.64,77325.0,77280.36,77016.0
1777446000,76991.46,77175.02,77016.01,77034.04
1777449600,76942.27,77143.66,77034.05,77029.45
1777453200,76948.99,77799.91,77029.47,77646.24
1777456800,77557.39,77906.84,77646.27,77622.55
1777460400,77474.88,77686.05,77622.56,77580.73
1777464000,76977.04,77597.63,77580.73,77123.22
1777467600,76404.94,77239.46,77125.87,76752.98
1777471200,76452.14,76853.11,76752.98,76555.55
1777474800,75670.21,76618.93,76557.96,75897.98
1777478400,75663.89,76102.54,75896.01,75769.7
1777482000,75770.87,76164.04,75770.87,76153.83
1777485600,74914.0,76236.65,76146.12,75483.82
1777489200,75264.87,75567.9,75485.98,75526.0
1777492800,75454.18,75842.25,75529.6,75649.91
1777496400,75569.85,76059.3,75649.92,75901.88
1777500000,75788.04,75982.94,75903.68,75893.29
1777503600,75666.01,75965.0,75893.29,75752.88
1777507200,75622.14,76305.67,75752.87,76218.67
1777510800,76135.2,76448.83,76218.67,76212.85
1777514400,75464.99,76330.0,76212.85,75669.99
1777518000,75628.81,75975.98,75669.99,75898.86
1777521600,75361.04,75947.38,75898.86,75453.94
1777525200,75290.1,75725.99,75453.6,75567.91
1777528800,75538.0,75842.77,75567.9,75726.17
1777532400,75683.16,76147.3,75726.17,76134.32
1777536000,75990.98,76179.74,76134.33,76035.73
1777539600,75972.03,76321.98,76035.73,76073.33
1777543200,75948.0,76137.18,76074.39,75994.3
1777546800,75843.18,76216.65,75995.95,76039.6
1777550400,75982.3,76391.49,76039.6,76279.03
1777554000,76069.27,76655.95,76278.89,76385.9
1777557600,76047.26,76568.42,76385.9,76267.97
1777561200,76122.42,76627.55,76267.99,76436.38
1777564800,76181.02,76452.81,76436.38,76220.05
1777568400,76068.0,76296.74,76220.05,76210.43
1777572000,76165.48,76444.45,76210.43,76314.99
1777575600,76280.0,76495.34,76314.97,76375.39
1777579200,76284.8,76543.47,76374.49,76461.51
1777582800,76197.0,76511.99,76461.5,76207.91
1777586400,76161.54,76418.42,76207.91,76205.36
1777590000,76175.06,76347.44,76205.36,76305.78
1777593600,76275.01,76560.37,76305.78,76423.74
1777597200,76408.12,76749.66,76425.17,76651.2
1777600800,76502.82,76715.51,76652.86,76566.47
1777604400,76520.0,77427.41,76566.46,77091.85
1777608000,76921.9,77175.54,77091.84,77004.99
1777611600,76996.4,77163.2,77004.99,77144.81
1777615200,76852.56,77161.33,77144.81,76949.15
1777618800,76926.67,77120.99,76954.0,77108.02
1777622400,77022.55,77493.67,77108.02,77358.39
1777626000,77185.6,77383.84,77358.4,77266.0
1777629600,77139.99,77414.2,77266.01,77276.8
1777633200,77243.83,77588.39,77276.92,77452.72
1777636800,77392.01,78168.76,77452.73,77885.38
1777640400,77885.37,78961.14,77885.39,78754.46
1777644000,78050.68,78901.28,78754.47,78355.69
1777647600,78178.7,78747.06,78355.69,78438.2
1777651200,78155.26,78691.41,78438.2,78202.93
1777654800,78120.0,78600.0,78202.92,78550.0
1777658400,78375.0,78631.23,78550.0,78436.17
1777662000,78310.18,78557.3,78436.18,78374.85
1777665600,77721.81,78435.9,78373.61,77872.81
1777669200,77850.01,78207.05,77872.81,78207.04
1777672800,78129.23,78424.36,78207.04,78149.36
1777676400,78027.14,78244.19,78149.36,78234.05
1777680000,78168.0,78394.41,78234.05,78346.02
1777683600,78285.29,78442.0,78346.02,78348.01
1777687200,78249.85,78508.89,78348.0,78358.1
1777690800,78230.07,78517.77,78358.1,78409.63
1777694400,78122.01,78448.57,78409.64,78179.38
1777698000,78034.28,78237.98,78179.39,78179.6
1777701600,78139.21,78371.54,78179.6,78324.02
1777705200,78200.0,78348.24,78324.02,78220.21
1777708800,78157.94,78359.17,78220.21,78313.63
1777712400,78215.01,78394.26,78313.64,78299.79
1777716000,78221.6,78317.1,78299.8,78249.98
1777719600,78093.09,78249.97,78249.97,78147.04
1777723200,78098.93,78268.65,78147.05,78213.16
1777726800,78213.16,78432.22,78213.16,78367.8
1777730400,78305.0,78480.0,78367.81,78415.34
1777734000,78355.19,78486.49,78415.33,78483.53
1777737600,78417.86,78594.99,78483.53,78446.03
1777741200,78362.0,78483.51,78446.02,78393.08
1777744800,78308.0,78486.56,78393.07,78456.01
1777748400,78428.91,78521.24,78456.01,78484.47
1777752000,78415.02,78491.66,78487.74,78458.67
1777755600,78450.0,79155.0,78458.67,78724.69
1777759200,78604.23,78874.16,78724.69,78833.98
1777762800,78624.95,78833.97,78833.97,78682.31
1777766400,78490.0,78759.97,78682.31,78551.71
1777770000,78143.0,78551.71,78551.7,78250.0
1777773600,78098.33,78307.12,78250.0,78162.86
1777777200,78102.58,78223.54,78162.86,78196.02
1777780800,78107.27,78230.6,78196.0,78164.86
1777784400,78146.02,78258.21,78164.85,78239.86
1777788000,78073.01,78337.86,78239.87,78281.18
1777791600,78281.18,78464.06,78281.18,78357.63
1777795200,78348.91,78501.15,78357.62,78379.39
1777798800,78336.66,78600.0,78379.45,78532.44
1777802400,78400.16,78532.44,78532.44,78404.77
1777806000,78379.38,78840.24,78404.76,78657.99
1777809600,78657.99,78873.0,78658.0,78746.13
1777813200,78575.0,78768.05,78746.13,78659.99
1777816800,78600.01,78777.0,78660.0,78715.97
1777820400,78606.56,78800.0,78715.96,78656.83
1777824000,78580.28,78776.83,78656.83,78650.53
1777827600,78552.39,78817.95,78650.52,78721.36
1777831200,78618.13,78756.4,78721.37,78732.28
1777834800,78666.56,78846.9,78732.28,78753.17
1777838400,78718.47,79261.96,78753.16,78921.14
1777842000,78650.0,79058.73,78921.14,78822.53
1777845600,78815.59,79428.6,78822.53,79168.26
1777849200,78478.43,79289.35,79168.27,78558.89
1777852800,78269.41,78563.51,78558.88,78537.44
1777856400,78399.42,79813.97,78537.44,79763.38
1777860000,79530.53,80426.0,79763.38,80166.46
1777863600,79904.96,80435.0,80166.47,80305.37
1777867200,80215.5,80613.0,80305.37,80327.86
1777870800,79950.22,80394.0,80327.87,80013.53
1777874400,79473.29,80049.0,80013.53,79859.63
1777878000,79661.25,79933.3,79859.64,79690.03
1777881600,79580.95,79790.2,79690.04,79692.82
1777885200,79626.03,79911.09,79694.06,79815.22
1777888800,78205.0,79866.46,79815.22,78935.22
1777892400,78692.44,79134.56,78935.22,78782.95
1777896000,78700.56,79021.42,78782.95,78849.08
1777899600,78558.92,79121.84,78848.0,78780.0
1777903200,78491.0,80567.0,78780.01,80233.26
1777906800,79408.01,80391.49,80232.56,80026.01
1777910400,79615.17,80428.11,80026.01,80024.01
1777914000,80015.02,80750.0,80024.0,80393.97
1777917600,80019.5,80441.54,80391.28,80108.9
1777921200,79875.0,80138.01,80108.91,80052.2
1777924800,79891.63,80162.01,80050.99,79919.11
1777928400,79931.32,80375.44,79931.33,80260.08
1777932000,80035.81,80396.15,80260.07,80059.69
1777935600,79733.52,80059.69,80059.69,79852.37
1777939200,79789.5,80186.45,79852.37,80163.99
1777942800,80066.29,80379.9,80163.99,80345.99
1777946400,80290.02,80905.93,80346.0,80549.23
1777950000,80446.0,81080.06,80549.97,80870.89
1777953600,80715.03,80978.0,80870.5,80900.32
1777957200,80829.01,81324.59,80900.32,80965.55
1777960800,80787.62,81008.55,80965.56,80968.99
1777964400,80829.39,81161.36,80969.0,80850.04
1777968000,80703.32,80893.16,80850.05,80817.96
1777971600,80511.34,80817.96,80817.96,80585.83
1777975200,80520.0,80850.12,80585.83,80842.0
1777978800,80785.86,81130.53,80840.39,81026.17
1777982400,80934.88,81332.0,81026.16,81284.67
1777986000,81205.0,81735.3,81284.66,81334.29
1777989600,80943.42,81509.46,81334.3,81338.68
1777993200,81234.3,81720.65,81338.43,81553.68
1777996800,81046.45,81631.23,81555.47,81297.92
1778000400,81188.85,81469.31,81297.92,81280.0
1778004000,81280.04,81625.56,81280.04,81519.13
1778007600,81413.07,81698.08,81519.14,81611.95
1778011200,81516.43,81790.08,81614.8,81650.01
1778014800,81301.77,81799.6,81650.01,81410.03
1778018400,80804.26,81612.58,81410.04,81120.56
1778022000,80778.0,81216.0,81120.56,80907.72
1778025600,80699.66,81259.28,80907.72,81014.92
1778029200,80967.37,81536.18,81014.92,81430.59
1778032800,81036.44,81446.39,81430.6,81358.52
1778036400,81348.5,81750.0,81358.52,81579.16
1778040000,81264.6,81640.84,81579.16,81325.53
1778043600,81048.5,81336.0,81322.18,81322.16
1778047200,81202.79,81517.9,81322.16,81472.95
1778050800,81306.0,81606.99,81472.96,81370.0
1778054400,81318.1,81997.43,81370.0,81956.69
1778058000,81678.42,82069.99,81959.98,82006.05
1778061600,81958.39,82392.83,82006.35,82284.2
1778065200,82253.99,82814.23,82284.2,82520.75
1778068800,82156.18,82541.88,82520.75,82223.59
1778072400,81584.27,82223.59,82223.59,81658.93
1778076000,81122.0,81981.13,81658.94,81514.84
1778079600,81294.57,81819.13,81514.84,81699.07
1778083200,81419.47,81902.31,81699.08,81626.3
1778086800,81375.0,81708.05,81626.3,81449.91
1778090400,81263.77,81557.62,81449.9,81347.83
1778094000,81183.08,81511.57,81347.83,81457.38
1778097600,81296.68,81705.34,81457.39,81425.9
1778101200,81294.57,81625.23,81425.9,81542.03
1778104800,81234.01,81545.33,81542.04,81339.66
1778108400,81000.0,81447.81,81339.67,81438.1
1778112000,80972.83,81488.98,81438.11,81014.23
1778115600,80850.0,81281.7,81014.23,81165.68
1778119200,80871.56,81173.87,81165.68,81118.61
1778122800,80829.54,81118.6,81118.6,80841.99
1778126400,80724.74,80986.23,80842.0,80974.01
1778130000,80958.02,81170.77,80974.01,81092.98
1778133600,80879.15,81448.01,81092.98,81443.13
1778137200,81392.63,81709.17,81443.14,81517.8
1778140800,81194.02,81591.91,81517.8,81220.0
1778144400,80843.55,81220.01,81220.0,80914.5
1778148000,80562.0,81010.85,80914.51,80835.32
1778151600,80766.0,81041.25,80835.91,80857.33
1778155200,80824.85,81199.73,80857.33,81160.85
1778158800,80238.66,81170.61,81160.85,80492.66
1778162400,80027.96,80685.68,80492.01,80153.5
1778166000,79679.78,80273.31,80153.5,79888.48
1778169600,79690.62,80005.33,79888.4,79783.75
1778173200,79456.0,80133.46,79783.75,80091.18
1778176800,79989.42,80282.0,80091.18,80200.12
1778180400,79915.42,80219.14,80200.12,80142.85
1778184000,79846.08,80375.21,80143.31,79876.14
1778187600,79637.22,79922.4,79876.14,79716.75
1778191200,79566.87,79978.08,79716.76,79907.4
1778194800,79857.96,80071.13,79907.39,80005.38
1778198400,79739.88,80136.45,80005.38,79827.67
1778202000,79589.37,79897.49,79827.67,79593.1
1778223600,79589.38,79719.63,79590.67,79673.89
1778227200,79655.37,79981.72,79673.88,79877.58
1778230800,79780.23,80054.15,79880.38,79861.86
1778234400,79770.61,80276.56,79861.87,80206.57
1778238000,80124.5,80324.34,80207.63,80223.49
1778241600,79961.58,80487.39,80223.14,80020.27
1778245200,79520.44,80093.09,80020.42,79617.84
1778248800,79617.68,80426.01,79617.69,80134.09
1778252400,79597.84,80190.0,80134.09,80125.63
1778256000,79716.84,80170.23,80126.19,79777.04
1778259600,79712.11,80259.78,79777.04,80050.95
1778263200,80053.95,80297.22,80053.95,80075.56
1778266800,79940.0,80152.61,80075.56,80149.99
1778270400,80075.42,80289.89,80150.0,80129.06
1778274000,80101.44,80261.36,80131.16,80253.67
1778277600,80227.05,80419.99,80253.66,80270.12
1778281200,80097.0,80292.92,80270.12,80188.82
1778284800,80115.33,80239.9,80188.82,80230.24
1778288400,80215.0,80444.04,80230.23,80318.26
1778292000,80318.25,80472.35,80318.25,80412.15
1778295600,80305.0,80548.04,80412.15,80380.3
1778299200,80359.28,80666.16,80380.3,80383.85
1778302800,80345.93,80480.99,80383.85,80374.0
1778306400,80190.13,80426.8,80374.0,80248.13
1778310000,80124.5,80296.61,80248.13,80214.87
1778313600,80204.46,80434.62,80214.86,80399.99
1778317200,80200.0,80406.13,80399.99,80236.74
1778320800,80160.0,80342.36,80236.74,80258.49
1778324400,80241.58,80366.4,80256.61,80315.98
1778328000,80253.33,80412.75,80315.98,80387.71
1778331600,80306.8,80424.13,80393.61,80391.53
1778335200,80241.38,80421.17,80391.52,80325.1
1778338800,80214.33,80595.0,80325.1,80523.95
1778342400,80469.4,80775.9,80523.96,80609.3
1778346000,80608.09,80909.0,80609.51,80794.61
1778349600,80773.56,81065.32,80795.4,80898.41
1778353200,80769.0,80955.0,80898.73,80939.02
1778356800,80730.0,80939.02,80939.01,80797.42
1778360400,80732.0,80887.72,80797.43,80767.34
1778364000,80661.0,80812.48,80767.34,80756.99
1778367600,80603.22,80832.67,80757.0,80655.96
1778371200,80607.8,80758.3,80655.97,80663.99
1778374800,80552.73,80675.22,80664.0,80664.0
1778378400,80586.73,80777.54,80664.01,80767.32
1778382000,80692.09,80876.05,80767.32,80752.23
1778385600,80714.0,80836.0,80752.23,80747.09
1778389200,80666.0,80802.0,80746.26,80679.99
1778392800,80619.59,80751.78,80679.99,80724.06
1778396400,80711.09,80798.12,80724.06,80725.85
1778400000,80704.81,80891.98,80725.84,80818.99
1778403600,80734.23,80899.76,80821.47,80794.02
1778407200,80676.0,80874.72,80794.02,80848.06
1778410800,80727.51,80959.04,80849.58,80794.0
1778414400,80761.32,80943.09,80790.0,80924.01
1778418000,80853.49,80998.99,80921.95,80962.33
1778421600,80870.01,80986.63,80962.34,80898.6
